StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,PhotoCriteria,Informed Consent,Prolific_ID,Age,Bio_Sex,Ethnicity,Ethnicity2,Gend_Ident.,RSQ_1a,RSQ_1b,RSQ_2a,RSQ_2b,RSQ_3a,RSQ_3b,RSQ_4a,RSQ_4b,RSQ_5a,RSQ_5b,RSQ_6a,RSQ_6b,RSQ_7a,RSQ_7b,RSQ_8a,RSQ_8b,BRCS_1,BRCS_2,BRCS_3,BRCS_4,PerceivedStress_1,PerceivedStress_2,PerceivedStress_3,PerceivedStress_4,PerceivedStress_5,PerceivedStress_6,PerceivedStress_7,PerceivedStress_8,PerceivedStress_9,PerceivedStress_10,attnchk,ERQ_1,ERQ_11,ERQ_12,ERQ_13,ERQ_14,ERQ_15,ERQ_16,ERQ_17,ERQ_18,ERQ_19,AQ_1,AQ_2,AQ_3,AQ_4,AQ_5,AQ_6,AQ_7,AQ_8,AQ_9,AQ_10,AQ_11,AQ_12,AQ_13,AQ_14,AQ_15,AQ_16,AQ_17,AQ_18,AQ_19,AQ_20,AQ_21,AQ_22,AQ_23,AQ_24,AQ_25,AQ_26,AQ_27,AQ_28,AQ_29,AQ_30,attnchk,AQ_31,AQ_32,AQ_33,AQ_34,AQ_35,AQ_36,AQ_37,AQ_38,AQ_39,AQ_40,AQ_41,AQ_42,AQ_43,AQ_44,AQ_45,AQ_46,AQ_47,AQ_48,AQ_49,AQ_50,SCS_1,SCS_2,SCS_3,SCS_4,SCS_5,SCS_6,SCS_7,SCS_8,SCS_9,SCS_10,SCS_11,SCS_12,SCS_13,SCS_14,SCS_15,SCS_16,SCS_17,SCS_18,SCS_19,SCS_20,NTBS_1,NTBS_2,NTBS_3,NTBS_4,NTBS_5,attnchk,NTBS_6,NTBS_7,NTBS_8,NTBS_9,NTBS_10,SRQ_1,SRQ_2,SRQ_3,SRQ_4,SRQ_5,SRQ_6,SRQ_7,SRQ_8,SRQ_9,SRQ_10,SRQ_11,SRQ_12,SRQ_13,SRQ_14,SRQ_15,SRQ_16,SRQ_17,SRQ_18,SRQ_19,SRQ_20,SRQ_21,SRQ_22,SRQ_23,PROLIFIC_PID,Create New Field or Choose From Dropdown...
9/19/22 11:07,9/19/22 11:09,1,,100,140,1,9/19/22 11:09,R_1dtd7rU8y3fAkYJ,,,,,40.7667,-74.0311,preview,EN,1,1,,yt,1,1,,1,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,1,0,4,1,3,3,0,1,2,4,,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4,4,4,,4,4,4,4,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,,
9/19/22 11:56,9/19/22 11:58,0,148.75.2.153,100,119,1,9/19/22 11:58,R_1hWEzVImUOUAuVQ,,,,,40.7667,-74.0311,anonymous,EN,1,1,test,4,2,1,,3,1,1,1,1,1,1,1,1,1,1,5,5,4,4,4,4,5,3,3,2,3,3,2,2,2,3,2,2,2,2,,4,4,3,2,2,2,2,2,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,,5,5,5,5,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,,
9/19/22 12:16,9/19/22 12:18,0,148.75.2.153,100,127,1,9/19/22 12:18,R_12ltWwGQv3DiNXa,,,,,40.7667,-74.0311,anonymous,EN,1,1,test2,3,1,1,,2,6,4,4,4,4,4,4,4,3,3,3,4,4,4,4,4,3,4,5,4,0,3,2,3,1,3,1,2,0,2,,6,6,6,6,6,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,,5,5,5,5,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,,
9/19/22 12:31,9/19/22 12:33,0,148.75.2.153,100,136,1,9/19/22 12:33,R_3HNB9OTi3I09f2b,,,,,40.7667,-74.0311,anonymous,EN,1,1,test,1,1,2,,2,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,4,1,2,0,3,4,2,2,1,4,4,,4,3,3,3,3,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,,5,5,5,5,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,,
10/12/22 11:09,10/12/22 11:10,0,192.100.55.201,100,39,1,10/12/22 11:10,R_2B54thbXf8FBwJO,,,,,40.7244,-73.6484,anonymous,EN,1,1,jordan,75,2,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/12/22 11:10,10/12/22 11:10,0,192.100.55.201,100,35,1,10/12/22 11:10,R_sMWVYzF4lFrDerD,,,,,40.7244,-73.6484,anonymous,EN,1,1,sarah,20,2,4,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/12/22 11:13,10/12/22 11:13,8,192.100.55.201,100,26,1,10/12/22 11:13,R_3HZTIJ59r1rBKM6,,,,,40.7244,-73.6484,anonymous,EN,1,1,jordan,75,2,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/12/22 11:13,10/12/22 11:14,8,192.100.55.201,100,49,1,10/12/22 11:14,R_ehSPCFO7fJyG7Rv,,,,,40.7244,-73.6484,anonymous,EN,1,1,sarah,20,2,4,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/12/22 11:17,10/12/22 11:24,0,192.100.55.201,100,460,1,10/12/22 11:24,R_Ap0hM97IIoYdT1f,,,,,40.7244,-73.6484,anonymous,EN,1,1,sarah1,20,2,4,,2,5,5,3,4,4,4,2,3,4,4,3,2,4,4,6,5,2,4,5,1,4,2,0,1,3,4,3,2,1,0,,2,4,6,7,6,3,5,7,2,2,2,4,1,3,4,2,1,3,2,4,2,1,1,2,3,4,1,4,1,4,4,4,1,3,1,2,3,2,2,4,3,2,3,2,1,4,1,4,1,2,3,4,1,3,2,4,3,1,2,3,4,1,2,3,4,5,6,6,4,2,1,3,5,4,2,5,6,4,3,1,3,1,2,1,2,5,,4,3,4,2,3,7,5,3,1,2,7,6,3,4,5,4,3,1,2,3,4,5,6,7,6,5,4,3,,
10/12/22 11:17,10/12/22 11:28,0,192.100.55.201,100,668,1,10/12/22 11:28,R_2TZEkdKLGYWs7PT,,,,,40.7244,-73.6484,anonymous,EN,1,1,jordan1,75,2,1,,2,1,3,4,5,5,3,6,2,1,4,5,6,1,4,3,1,4,5,5,2,1,4,3,3,2,3,1,2,0,0,,1,1,1,1,1,1,1,1,1,1,1,3,3,2,4,4,4,2,4,2,3,4,2,3,1,4,2,2,4,4,3,2,4,2,2,3,2,3,2,2,3,2,2,4,2,4,1,2,2,4,1,4,4,2,2,4,1,2,2,1,2,6,6,6,3,6,5,1,5,2,5,2,2,3,3,5,1,2,6,2,5,5,5,4,5,5,,2,2,4,4,4,6,6,2,5,2,6,6,2,4,5,6,5,4,2,5,6,2,6,6,6,2,4,4,,
10/12/22 11:12,10/12/22 11:48,0,192.100.55.201,99,2173,0,10/19/22 11:48,R_XEMJzvzLLOPrqbn,,,,,,,anonymous,EN,1,1,sarah,75,2,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/24/22 17:49,10/24/22 18:10,0,71.190.101.171,100,1287,1,10/24/22 18:10,R_2qxg2ac5ltWibx2,,,,,40.7279,-73.5118,anonymous,EN,1,1,12345M,21,2,6,,2,6,4,3,3,2,4,6,2,3,3,2,3,3,3,4,5,4,4,3,4,2,4,3,2,2,1,3,2,3,2,,6,1,6,2,6,6,6,6,7,5,3,1,1,4,2,3,3,2,3,3,4,3,1,3,3,3,4,3,3,3,3,2,2,2,3,2,1,1,2,3,3,2,3,3,4,3,2,3,4,3,4,4,4,1,4,3,2,4,2,3,4,2,2,2,1,3,3,4,4,3,3,3,2,5,5,3,1,4,3,3,6,1,3,5,4,4,,1,5,3,3,2,5,7,1,2,1,6,7,1,4,5,7,5,4,1,4,6,1,5,7,5,3,6,4,,
10/25/22 18:05,10/26/22 6:56,0,192.160.131.15,100,46252,1,10/26/22 6:56,R_ZK7w0yyZXrXTopX,,,,,40.7244,-73.6484,anonymous,EN,1,1,0,19,2,1,,2,2,3,3,5,1,6,6,2,1,4,2,4,1,3,5,5,4,3,4,4,2,2,3,2,2,3,2,1,2,2,,7,5,6,1,4,2,6,6,6,6,1,2,1,1,2,4,3,2,4,2,2,2,3,3,1,4,1,3,3,3,2,4,2,1,3,3,3,4,3,4,2,2,3,3,1,4,2,3,1,3,1,4,2,2,1,2,2,1,2,3,2,4,2,3,1,1,1,6,1,5,4,6,5,6,5,2,4,4,2,5,3,2,3,2,5,5,,4,1,5,5,5,7,6,3,6,1,7,6,1,5,6,6,2,5,5,7,7,2,7,6,5,1,7,3,,
10/27/22 8:22,10/27/22 8:44,0,68.198.2.41,100,1267,1,10/27/22 8:44,R_1FyAaFD0pZxoSMC,,,,,40.6981,-73.7045,anonymous,EN,1,1,,34,2,1,,2,1,2,3,3,1,1,3,3,1,1,2,2,1,4,1,4,4,5,5,4,1,2,4,3,1,3,2,2,4,2,,2,3,3,1,6,1,3,3,2,3,3,2,1,2,3,2,3,1,2,1,1,3,4,1,1,3,2,3,2,4,3,4,2,4,4,3,1,1,2,3,3,1,1,4,2,4,1,1,2,1,1,3,4,2,1,4,2,1,2,4,1,3,3,2,1,6,1,5,1,2,2,5,3,6,5,1,6,5,1,5,6,5,2,3,4,5,,1,5,3,2,1,5,7,5,7,1,7,5,2,7,6,4,1,7,2,5,5,1,7,6,7,1,7,1,,
10/21/22 15:38,10/22/22 0:37,0,148.75.2.153,2,32345,0,10/29/22 0:37,R_3g6lmkuDQ61u0jV,,,,,,,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/24/22 17:47,10/24/22 17:47,0,71.190.101.171,1,25,0,10/31/22 17:47,R_2YLNivtGtWvgFfi,,,,,,,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/7/22 8:57,11/7/22 9:33,0,148.75.2.153,100,2186,1,11/7/22 9:33,R_12a0PUscA6spiYz,,,,,40.7924,-74.0096,anonymous,EN,1,1,mel_test,25,2,1,,2,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,2,0,0,2,0,1,1,3,2,1,1,4,6,6,6,5,6,6,6,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,3,5,5,5,5,5,5,5,5,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,mel_test,
11/7/22 9:52,11/7/22 9:52,1,,100,47,1,11/7/22 9:52,R_1TUzC3VnbHpvlbb,,,,,40.7924,-74.0096,preview,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/7/22 10:32,11/7/22 10:41,0,47.221.218.60,100,567,1,11/7/22 10:41,R_10VrT1bZzlTkiIS,,,,,30.5875,-97.8535,anonymous,EN,1,1,61006614d4c56450afce3a6b,30,2,6,1,2,1,4,4,5,4,6,4,3,1,4,1,4,1,4,4,2,3,5,5,2,2,3,4,2,0,2,4,2,4,4,0,3,6,1,3,4,6,3,2,3,3,2,1,2,1,4,4,4,1,4,1,2,4,2,3,1,3,2,4,4,4,4,4,4,3,2,3,2,2,1,1,2,1,1,4,1,4,1,2,2,1,3,4,4,1,1,4,2,2,2,3,2,1,1,1,3,1,1,6,2,4,1,5,6,6,5,1,6,6,1,6,3,4,3,3,5,4,4,5,2,3,2,2,3,7,1,5,1,7,5,1,5,5,4,3,4,1,4,7,1,5,7,6,3,7,4,61006614d4c56450afce3a6b,
11/7/22 10:30,11/7/22 10:43,0,98.153.223.226,100,785,1,11/7/22 10:43,R_2ruLGk6ZRCzhMoR,,,,,34.0085,-117.8136,anonymous,EN,1,1,5eefc651cb94ad4c4d017b86,34,1,4,2,1,4,3,4,6,5,6,4,2,2,3,6,3,1,4,3,2,3,2,4,4,2,1,3,3,2,1,3,3,2,1,0,4,6,3,2,3,6,4,5,3,5,2,1,3,1,2,2,3,1,3,3,4,1,2,2,3,3,3,2,1,3,3,2,2,3,3,3,4,4,2,3,3,2,1,1,3,2,3,3,4,4,1,2,4,1,2,2,1,2,2,3,2,2,3,2,2,2,2,4,2,5,1,4,5,4,3,5,6,3,1,3,1,2,5,1,3,5,4,2,4,4,5,5,7,6,2,5,2,7,7,1,6,7,7,2,5,1,7,7,1,7,6,7,2,7,3,5eefc651cb94ad4c4d017b86,
10/27/22 9:20,11/2/22 21:14,0,68.197.213.207,4,561205,0,11/9/22 20:14,R_PMXRMD32d8ubOkp,,,,,,,anonymous,EN,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/14/22 9:24,11/14/22 9:40,0,208.64.158.243,100,987,1,11/14/22 9:40,R_29ugjhtVpnu35Y0,,,,,28.5807,-81.1893,anonymous,EN,1,1,6111487e603b6915bc205f4f,21,2,4,2,2,4,6,6,6,6,3,2,2,5,3,6,2,6,5,3,5,4,3,4,4,2,2,4,2,2,2,1,2,2,3,0,5,6,5,4,5,6,6,4,5,3,3,3,2,2,2,3,3,2,3,2,4,2,1,3,3,3,3,3,2,2,3,2,2,2,4,1,3,3,3,3,3,2,2,2,3,2,3,3,3,3,2,3,2,2,3,2,1,3,2,3,2,5,4,4,4,3,4,4,4,4,3,3,3,4,3,3,4,3,3,4,2,2,3,4,4,4,4,2,4,3,4,4,5,6,3,3,3,4,5,3,4,4,5,3,4,3,4,5,2,4,6,4,3,5,4,6111487e603b6915bc205f4f,
11/14/22 9:26,11/14/22 9:45,0,76.188.24.242,100,1137,1,11/14/22 9:45,R_1CxZjSlFZTBZ86C,,,,,40.7354,-82.522,anonymous,EN,1,1,5a4636c92f91ec0001dcba07,31,2,1,2,2,1,4,6,6,1,4,2,6,1,4,2,4,1,4,3,5,4,3,4,3,2,3,3,3,2,1,3,3,2,1,0,5,5,7,2,4,6,5,5,4,4,2,1,3,3,1,1,2,2,3,1,3,1,2,3,2,2,4,3,2,2,3,2,1,2,4,2,3,3,4,4,3,2,1,2,4,3,1,2,3,2,4,2,3,1,2,2,1,2,2,3,4,4,4,4,2,2,3,3,5,3,3,5,2,4,2,1,6,6,3,3,1,2,4,1,5,5,4,4,3,4,5,5,4,6,1,5,1,6,6,1,5,5,2,1,4,1,4,7,1,4,6,5,2,6,1,5a4636c92f91ec0001dcba07,
11/14/22 9:30,11/14/22 9:58,0,98.17.23.64,100,1631,1,11/14/22 9:58,R_2sUdMRTIzt291OI,,,,,32.6181,-83.789,anonymous,EN,1,1,56a3211edbe850000bfcedc6,22,1,2,2,1,1,6,1,6,5,3,6,2,1,2,6,2,1,5,5,6,5,5,5,5,0,3,1,4,1,3,4,2,0,1,0,4,7,4,4,6,5,4,4,4,4,3,3,2,3,2,3,3,3,3,2,2,2,2,3,3,2,2,3,2,2,1,3,2,3,2,3,2,1,2,3,3,1,2,3,2,3,2,2,2,3,2,1,1,2,3,3,3,2,1,3,3,3,1,1,4,3,4,3,1,4,2,4,3,4,4,3,3,4,3,4,4,5,3,5,1,3,4,2,5,1,1,1,5,7,1,4,4,4,2,1,4,4,2,1,4,1,4,7,1,2,4,4,1,5,4,56a3211edbe850000bfcedc6,
11/14/22 10:28,11/14/22 10:39,0,98.227.118.225,100,717,1,11/14/22 10:40,R_21uGMYuYgud3Qpz,,,,,41.9171,-87.8957,anonymous,EN,1,1,5ff27bb4ad8fba794c1b96fa,34,2,1,2,2,6,4,4,6,4,4,4,3,4,4,4,3,4,4,4,6,2,4,4,5,3,2,3,2,2,2,2,2,2,3,0,7,3,7,1,6,1,7,7,3,7,2,3,2,2,2,1,4,2,3,2,3,1,3,3,2,2,1,4,3,3,4,1,2,2,3,2,2,4,4,4,3,2,2,3,2,3,1,3,1,4,1,4,2,2,2,4,1,1,2,3,1,4,4,4,4,4,2,4,2,5,4,5,3,4,3,2,5,3,1,4,2,2,4,2,5,5,4,2,2,4,5,5,7,7,1,6,1,7,7,1,7,7,7,5,6,1,6,7,1,6,7,7,5,7,5,5ff27bb4ad8fba794c1b96fa,
11/14/22 10:16,11/14/22 11:03,0,184.153.148.237,100,2803,1,11/14/22 11:03,R_2D1TDg6TyXirTdV,,,,,44.7883,-68.587,anonymous,EN,1,1,5ec75df0d799ae1c11a8115c,22,2,1,2,2,2,4,3,3,5,6,3,6,1,4,6,6,2,4,3,5,4,4,5,4,1,2,3,2,2,1,3,3,1,2,0,5,2,5,1,6,1,6,5,2,5,3,4,1,4,2,2,4,1,3,2,2,2,1,1,1,2,3,4,2,4,4,4,2,4,4,4,1,2,3,1,3,1,2,4,3,4,2,1,2,4,1,2,4,2,2,4,1,2,2,4,1,2,2,2,3,2,1,5,1,5,5,6,5,5,4,1,5,6,1,5,4,4,2,4,5,4,4,2,4,3,2,2,6,7,1,5,1,7,6,1,6,7,6,2,4,1,6,6,1,6,7,5,1,7,2,5ec75df0d799ae1c11a8115c,
11/14/22 9:22,11/14/22 9:22,0,72.190.79.12,1,12,0,11/21/22 9:22,R_31N8bOivpPCNhlS,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60075747ef065523535cb244,
11/14/22 9:19,11/14/22 9:23,0,66.76.37.82,1,284,0,11/21/22 9:24,R_54RKfDguJidM6cN,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f8cfa7c9d47214a4b02c17d,
11/14/22 9:28,11/14/22 9:28,0,75.36.205.207,1,4,0,11/21/22 9:28,R_wRWwdcS2p0do9oZ,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6110cf616449857ad0eac88a,
11/26/22 11:58,11/26/22 12:00,0,68.198.2.41,2,106,0,12/3/22 12:00,R_3D25GHfhIcZb5UM,,,,,,,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/1/23 8:39,2/1/23 8:47,0,69.244.187.57,100,483,1,2/1/23 8:47,R_28Bb6hdQifdwUe3,,,,,42.595,-82.915,anonymous,EN,1,1,6111234ac8cfa49e38acbfb4,23,2,1,2,2,1,4,3,4,1,4,2,4,1,4,5,3,2,4,5,3,4,5,5,5,2,0,2,4,3,0,3,3,2,0,0,2,1,7,1,5,1,2,5,1,6,3,1,1,4,3,2,4,1,4,1,2,2,3,2,3,4,3,3,4,4,4,3,3,2,3,3,1,3,3,4,3,1,1,4,3,3,1,2,2,3,1,3,4,1,3,4,1,3,2,2,3,3,2,2,1,1,1,5,2,6,1,6,6,5,5,6,6,6,1,6,2,1,4,2,5,5,4,1,4,5,5,5,7,7,1,2,1,7,7,1,6,7,7,2,5,1,7,7,1,7,7,6,1,7,2,6111234ac8cfa49e38acbfb4,
2/1/23 8:52,2/1/23 9:02,0,165.225.38.123,100,610,1,2/1/23 9:02,R_3egauI2rSYbPy5n,,,,,40.7597,-73.981,anonymous,EN,1,1,5dee8ee31255595293a9906b,34,1,1,2,1,1,4,1,4,1,4,1,4,1,4,1,3,1,4,6,3,5,5,5,4,0,0,1,4,3,0,4,3,0,0,0,6,7,7,5,6,7,7,7,5,7,3,2,2,2,3,1,3,2,2,2,3,1,1,3,3,4,4,4,2,3,2,2,1,4,2,2,3,3,3,3,3,2,1,4,1,4,2,1,4,3,1,2,3,2,3,2,1,3,1,2,2,4,5,4,5,3,3,3,2,5,3,5,5,2,2,3,5,2,1,3,1,5,2,5,3,2,4,1,4,1,2,1,6,7,1,2,3,4,6,1,6,5,4,1,6,1,3,7,1,5,7,6,1,6,2,5dee8ee31255595293a9906b,
2/1/23 8:41,2/1/23 9:06,0,47.23.74.126,100,1508,1,2/1/23 9:06,R_1lyImuXLsx47Lxy,,,,,40.9589,-74.3052,anonymous,EN,1,1,610024bfd6e1038ba3b1601d,30,2,1,2,2,1,4,3,3,1,4,6,3,1,4,5,3,6,5,4,6,4,5,4,4,2,1,3,2,3,1,2,3,2,2,0,5,6,5,1,6,6,5,6,2,6,2,1,2,2,1,2,3,1,2,2,3,1,4,4,2,3,2,4,2,2,2,4,2,2,3,2,2,4,3,4,3,2,2,4,3,2,3,4,3,4,2,4,2,2,2,3,1,2,3,2,1,3,4,3,4,2,2,4,2,5,2,4,6,4,4,3,6,5,1,4,2,5,3,2,4,3,4,1,2,1,1,2,7,7,1,6,1,7,5,1,6,6,6,5,6,1,6,7,1,6,6,7,5,7,5,610024bfd6e1038ba3b1601d,
2/1/23 8:54,2/1/23 9:08,0,47.28.52.18,100,845,1,2/1/23 9:08,R_r8rt58WUNKnvwxb,,,,,42.055,-124.2803,anonymous,EN,1,1,60bff9298f56d55c8ecd9adf,32,2,1,2,2,3,3,4,2,6,6,3,2,1,4,5,3,1,4,3,1,4,4,4,3,2,2,2,2,2,1,2,2,1,1,0,4,6,4,3,4,5,4,4,6,4,4,4,1,3,4,4,4,1,4,2,4,4,1,1,1,4,4,4,4,4,4,2,4,2,2,1,1,1,2,3,3,1,1,4,2,4,1,2,4,4,1,4,3,2,3,4,2,3,2,3,1,4,4,4,3,2,2,4,1,3,1,4,6,3,1,3,6,4,1,3,2,3,3,3,5,4,4,2,2,3,1,2,2,7,1,2,1,7,5,1,6,4,1,1,6,1,1,7,1,1,7,6,1,7,1,60bff9298f56d55c8ecd9adf,
2/1/23 8:44,2/1/23 9:08,0,73.212.53.89,100,1483,1,2/1/23 9:08,R_3OfCsLnZ82wisy0,,,,,39.1063,-76.866,anonymous,EN,1,1,603d6ae665fbaacb5621ede2,25,1,2,2,1,4,5,3,5,6,5,2,2,2,5,6,6,5,2,5,5,3,4,3,4,2,3,3,2,2,3,2,3,2,2,0,4,3,2,4,3,2,4,3,2,3,2,1,2,2,3,2,2,1,1,2,1,1,2,2,3,2,2,1,2,2,3,2,1,2,3,2,2,1,2,1,3,2,1,2,2,1,2,2,1,2,1,1,2,2,1,1,2,2,2,1,2,5,4,5,6,4,4,3,4,3,2,4,3,4,5,5,5,4,4,3,4,4,3,2,3,2,4,2,3,4,3,3,4,5,3,4,5,5,4,5,4,5,6,5,4,4,3,3,4,5,4,4,3,7,3,603d6ae665fbaacb5621ede2,
2/1/23 9:44,2/1/23 9:52,0,216.165.95.131,100,453,1,2/1/23 9:52,R_SHpA8cSv3Dc4QrD,,,,,40.694,-73.9901,anonymous,EN,1,1,61338374ecef87bfdfd1c7bb,20,1,1,2,1,3,6,3,5,3,5,3,5,6,6,3,2,5,2,6,5,4,3,5,4,2,3,3,1,2,2,2,1,0,2,0,4,6,4,5,3,6,4,4,6,4,3,4,2,3,3,1,3,2,2,3,3,1,2,3,3,3,3,4,1,3,3,2,1,3,2,2,2,1,3,4,3,2,2,2,1,3,2,3,3,3,3,2,2,3,2,3,3,3,3,3,4,5,4,4,5,3,4,2,4,4,3,2,3,3,4,5,3,2,3,4,5,2,4,2,3,3,4,2,3,2,4,3,5,6,2,5,3,7,4,2,6,4,3,5,6,2,6,6,1,3,6,6,5,7,3,61338374ecef87bfdfd1c7bb,
